76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,8,76,7,7,7,7,7,8,76,76,76,76,76,76,76,76,76,8,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,7,7,7,7,7,7,7,7,7,7,8,76,76,76,76,8,76
76,8,76,8,76,76,76,76,76,76,76,76,76,76,8,76,76,76,8,76
76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,7,7,7,8,76,76,76,76,76,76,76,76,76,76,76,8,76
76,8,76,7,7,7,7,8,76,76,76,76,76,76,76,76,76,76,8,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
