124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,8,124,7,7,7,7,7,8,124,124,124,124,124,124,124,124,124,8,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,7,7,7,7,7,7,7,7,7,7,8,124,124,124,124,8,124
124,8,124,8,124,124,124,124,124,124,124,124,124,124,8,124,124,124,8,124
124,8,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,7,7,7,8,124,124,124,124,124,124,124,124,124,124,124,8,124
124,8,124,7,7,7,7,8,124,124,124,124,124,124,124,124,124,124,8,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
