80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
80,8,80,7,7,7,7,7,8,80,80,80,80,80,80,80,80,80,8,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,7,7,7,7,7,7,7,7,7,7,8,80,80,80,80,8,80
80,8,80,8,80,80,80,80,80,80,80,80,80,80,8,80,80,80,8,80
80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,7,7,7,8,80,80,80,80,80,80,80,80,80,80,80,8,80
80,8,80,7,7,7,7,8,80,80,80,80,80,80,80,80,80,80,8,80
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
