104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
104,8,104,7,7,7,7,7,8,104,104,104,104,104,104,104,104,104,8,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,7,7,7,7,7,7,7,7,7,7,8,104,104,104,104,8,104
104,8,104,8,104,104,104,104,104,104,104,104,104,104,8,104,104,104,8,104
104,8,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,7,7,7,8,104,104,104,104,104,104,104,104,104,104,104,8,104
104,8,104,7,7,7,7,8,104,104,104,104,104,104,104,104,104,104,8,104
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
