195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
195,8,195,7,7,7,7,7,8,195,195,195,195,195,195,195,195,195,8,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,7,7,7,7,7,7,7,7,7,7,8,195,195,195,195,8,195
195,8,195,8,195,195,195,195,195,195,195,195,195,195,8,195,195,195,8,195
195,8,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,7,7,7,8,195,195,195,195,195,195,195,195,195,195,195,8,195
195,8,195,7,7,7,7,8,195,195,195,195,195,195,195,195,195,195,8,195
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
