123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
123,8,123,7,7,7,7,7,8,123,123,123,123,123,123,123,123,123,8,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,7,7,7,7,7,7,7,7,7,7,8,123,123,123,123,8,123
123,8,123,8,123,123,123,123,123,123,123,123,123,123,8,123,123,123,8,123
123,8,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,7,7,7,8,123,123,123,123,123,123,123,123,123,123,123,8,123
123,8,123,7,7,7,7,8,123,123,123,123,123,123,123,123,123,123,8,123
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
